2025-10-31 15:49:32.134 [main] INFO  c.q.xiaohashu.user.biz.XiaohashuUserBizApplication - Starting XiaohashuUserBizApplication using Java 17.0.12 with PID 21832 (E:\xiaohashu\xiaohashu-user\xiaosashu-user-biz\target\classes started by hp in E:\xiaohashu)
2025-10-31 21:14:11.096 [nacos-grpc-client-executor-127.0.0.1-60] INFO  com.alibaba.nacos.common.remote.client - [4f3ea95d-77e7-4071-a665-fe99dc5cd185] Receive server push request, request = NotifySubscriberRequest, requestId = 35
2025-10-31 21:14:11.096 [nacos-grpc-client-executor-127.0.0.1-60] INFO  com.alibaba.nacos.client.naming - new ips(1) service: DEFAULT_GROUP@@xiaohashu-oss -> [{"ip":"192.168.134.1","port":8081,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xiaohashu-oss","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
2025-10-31 21:14:11.096 [nacos-grpc-client-executor-127.0.0.1-60] INFO  com.alibaba.nacos.client.naming - current ips:(1) service: DEFAULT_GROUP@@xiaohashu-oss -> [{"ip":"192.168.134.1","port":8081,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xiaohashu-oss","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
2025-10-31 21:14:11.097 [nacos-grpc-client-executor-127.0.0.1-60] INFO  com.alibaba.nacos.common.remote.client - [4f3ea95d-77e7-4071-a665-fe99dc5cd185] Ack server push request, request = NotifySubscriberRequest, requestId = 35
2025-10-31 21:14:32.053 [http-nio-8082-exec-6] INFO  c.q.x.user.biz.filter.HeaderUserId2ContextFilter - ## HeaderUserId2ContextFilter, 用户 ID: 5
2025-10-31 21:14:32.053 [http-nio-8082-exec-6] INFO  c.q.x.user.biz.filter.HeaderUserId2ContextFilter - ===== 设置 userId 到 ThreadLocal 中， 用户 ID: 5
2025-10-31 21:14:32.234 [http-nio-8082-exec-6] INFO  c.q.x.user.biz.service.impl.UserServiceImpl - ==> 调用 minio 服务成功，上传头像，url：http://192.168.134.128:9000/xiaohashu/65e520f7662747fd85bb895186432785.png
2025-10-31 21:14:32.274 [http-nio-8082-exec-6] INFO  c.q.x.user.biz.service.impl.UserServiceImpl - ==> 调用 minio 服务成功，上传背景图，url：http://192.168.134.128:9000/xiaohashu/14a47cdc00fe472bb9849d8e4f36d600.png
2025-10-31 21:14:32.275 [http-nio-8082-exec-6] DEBUG c.q.x.u.b.d.m.U.updateByPrimaryKeySelective - ==>  Preparing: update t_user SET avatar = ?, background_img = ?, update_time = ? where id = ?
2025-10-31 21:14:32.276 [http-nio-8082-exec-6] DEBUG c.q.x.u.b.d.m.U.updateByPrimaryKeySelective - ==> Parameters: http://192.168.134.128:9000/xiaohashu/65e520f7662747fd85bb895186432785.png(String), http://192.168.134.128:9000/xiaohashu/14a47cdc00fe472bb9849d8e4f36d600.png(String), 2025-10-31T21:14:32.274085100(LocalDateTime), 5(Long)
2025-10-31 21:14:32.279 [http-nio-8082-exec-6] DEBUG c.q.x.u.b.d.m.U.updateByPrimaryKeySelective - <==    Updates: 1
2025-10-31 21:14:32.282 [http-nio-8082-exec-6] INFO  c.q.x.user.biz.filter.HeaderUserId2ContextFilter - ===== 删除 ThreadLocal， userId: 5
2025-10-31 21:16:06.670 [nacos-grpc-client-executor-127.0.0.1-84] INFO  com.alibaba.nacos.common.remote.client - [4f3ea95d-77e7-4071-a665-fe99dc5cd185] Receive server push request, request = NotifySubscriberRequest, requestId = 36
2025-10-31 21:16:06.670 [nacos-grpc-client-executor-127.0.0.1-84] INFO  com.alibaba.nacos.client.naming - removed ips(1) service: DEFAULT_GROUP@@xiaohashu-oss -> [{"ip":"192.168.134.1","port":8081,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xiaohashu-oss","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
2025-10-31 21:16:06.670 [nacos-grpc-client-executor-127.0.0.1-84] INFO  com.alibaba.nacos.client.naming - current ips:(0) service: DEFAULT_GROUP@@xiaohashu-oss -> []
2025-10-31 21:16:06.671 [nacos-grpc-client-executor-127.0.0.1-84] INFO  com.alibaba.nacos.common.remote.client - [4f3ea95d-77e7-4071-a665-fe99dc5cd185] Ack server push request, request = NotifySubscriberRequest, requestId = 36
2025-10-31 21:16:12.848 [nacos-grpc-client-executor-127.0.0.1-85] INFO  com.alibaba.nacos.common.remote.client - [4f3ea95d-77e7-4071-a665-fe99dc5cd185] Receive server push request, request = NotifySubscriberRequest, requestId = 37
2025-10-31 21:16:12.848 [nacos-grpc-client-executor-127.0.0.1-85] INFO  com.alibaba.nacos.client.naming - new ips(1) service: DEFAULT_GROUP@@xiaohashu-oss -> [{"ip":"192.168.134.1","port":8081,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xiaohashu-oss","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
2025-10-31 21:16:12.849 [nacos-grpc-client-executor-127.0.0.1-85] INFO  com.alibaba.nacos.client.naming - current ips:(1) service: DEFAULT_GROUP@@xiaohashu-oss -> [{"ip":"192.168.134.1","port":8081,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xiaohashu-oss","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
2025-10-31 21:16:12.850 [nacos-grpc-client-executor-127.0.0.1-85] INFO  com.alibaba.nacos.common.remote.client - [4f3ea95d-77e7-4071-a665-fe99dc5cd185] Ack server push request, request = NotifySubscriberRequest, requestId = 37
2025-10-31 21:17:45.045 [nacos-grpc-client-executor-127.0.0.1-107] INFO  com.alibaba.nacos.common.remote.client - [4f3ea95d-77e7-4071-a665-fe99dc5cd185] Receive server push request, request = NotifySubscriberRequest, requestId = 38
2025-10-31 21:17:45.045 [nacos-grpc-client-executor-127.0.0.1-107] INFO  com.alibaba.nacos.client.naming - removed ips(1) service: DEFAULT_GROUP@@xiaohashu-oss -> [{"ip":"192.168.134.1","port":8081,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xiaohashu-oss","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
2025-10-31 21:17:45.045 [nacos-grpc-client-executor-127.0.0.1-107] INFO  com.alibaba.nacos.client.naming - current ips:(0) service: DEFAULT_GROUP@@xiaohashu-oss -> []
2025-10-31 21:17:45.046 [nacos-grpc-client-executor-127.0.0.1-107] INFO  com.alibaba.nacos.common.remote.client - [4f3ea95d-77e7-4071-a665-fe99dc5cd185] Ack server push request, request = NotifySubscriberRequest, requestId = 38
2025-10-31 21:17:52.681 [nacos-grpc-client-executor-127.0.0.1-108] INFO  com.alibaba.nacos.common.remote.client - [4f3ea95d-77e7-4071-a665-fe99dc5cd185] Receive server push request, request = NotifySubscriberRequest, requestId = 39
2025-10-31 21:17:52.681 [nacos-grpc-client-executor-127.0.0.1-108] INFO  com.alibaba.nacos.client.naming - new ips(1) service: DEFAULT_GROUP@@xiaohashu-oss -> [{"ip":"192.168.134.1","port":8081,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xiaohashu-oss","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
2025-10-31 21:17:52.681 [nacos-grpc-client-executor-127.0.0.1-108] INFO  com.alibaba.nacos.client.naming - current ips:(1) service: DEFAULT_GROUP@@xiaohashu-oss -> [{"ip":"192.168.134.1","port":8081,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xiaohashu-oss","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
2025-10-31 21:17:52.682 [nacos-grpc-client-executor-127.0.0.1-108] INFO  com.alibaba.nacos.common.remote.client - [4f3ea95d-77e7-4071-a665-fe99dc5cd185] Ack server push request, request = NotifySubscriberRequest, requestId = 39
2025-10-31 21:17:58.408 [http-nio-8082-exec-7] INFO  c.q.x.user.biz.filter.HeaderUserId2ContextFilter - ## HeaderUserId2ContextFilter, 用户 ID: 5
2025-10-31 21:17:58.408 [http-nio-8082-exec-7] INFO  c.q.x.user.biz.filter.HeaderUserId2ContextFilter - ===== 设置 userId 到 ThreadLocal 中， 用户 ID: 5
2025-10-31 21:17:58.590 [http-nio-8082-exec-7] INFO  c.q.x.user.biz.service.impl.UserServiceImpl - ==> 调用 minio 服务成功，上传头像，url：http://192.168.134.128:9000/xiaohashu/861e45e6b5e8449ebcad70aef5c2be50.png
2025-10-31 21:17:58.637 [http-nio-8082-exec-7] INFO  c.q.x.user.biz.service.impl.UserServiceImpl - ==> 调用 minio 服务成功，上传背景图，url：http://192.168.134.128:9000/xiaohashu/fa89658af9b04217ae8ab0a51ce1babb.png
2025-10-31 21:17:58.638 [http-nio-8082-exec-7] DEBUG c.q.x.u.b.d.m.U.updateByPrimaryKeySelective - ==>  Preparing: update t_user SET avatar = ?, background_img = ?, update_time = ? where id = ?
2025-10-31 21:17:58.639 [http-nio-8082-exec-7] DEBUG c.q.x.u.b.d.m.U.updateByPrimaryKeySelective - ==> Parameters: http://192.168.134.128:9000/xiaohashu/861e45e6b5e8449ebcad70aef5c2be50.png(String), http://192.168.134.128:9000/xiaohashu/fa89658af9b04217ae8ab0a51ce1babb.png(String), 2025-10-31T21:17:58.638802300(LocalDateTime), 5(Long)
2025-10-31 21:17:58.642 [http-nio-8082-exec-7] DEBUG c.q.x.u.b.d.m.U.updateByPrimaryKeySelective - <==    Updates: 1
2025-10-31 21:17:58.645 [http-nio-8082-exec-7] INFO  c.q.x.user.biz.filter.HeaderUserId2ContextFilter - ===== 删除 ThreadLocal， userId: 5
2025-10-31 21:18:43.704 [nacos-grpc-client-executor-127.0.0.1-118] INFO  com.alibaba.nacos.common.remote.client - [4f3ea95d-77e7-4071-a665-fe99dc5cd185] Receive server push request, request = NotifySubscriberRequest, requestId = 40
2025-10-31 21:18:43.704 [nacos-grpc-client-executor-127.0.0.1-118] INFO  com.alibaba.nacos.client.naming - removed ips(1) service: DEFAULT_GROUP@@xiaohashu-oss -> [{"ip":"192.168.134.1","port":8081,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xiaohashu-oss","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
2025-10-31 21:18:43.704 [nacos-grpc-client-executor-127.0.0.1-118] INFO  com.alibaba.nacos.client.naming - current ips:(0) service: DEFAULT_GROUP@@xiaohashu-oss -> []
2025-10-31 21:18:43.705 [nacos-grpc-client-executor-127.0.0.1-118] INFO  com.alibaba.nacos.common.remote.client - [4f3ea95d-77e7-4071-a665-fe99dc5cd185] Ack server push request, request = NotifySubscriberRequest, requestId = 40
2025-10-31 21:18:49.780 [nacos-grpc-client-executor-127.0.0.1-120] INFO  com.alibaba.nacos.common.remote.client - [4f3ea95d-77e7-4071-a665-fe99dc5cd185] Receive server push request, request = NotifySubscriberRequest, requestId = 41
2025-10-31 21:18:49.780 [nacos-grpc-client-executor-127.0.0.1-120] INFO  com.alibaba.nacos.client.naming - new ips(1) service: DEFAULT_GROUP@@xiaohashu-oss -> [{"ip":"192.168.134.1","port":8081,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xiaohashu-oss","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
2025-10-31 21:18:49.780 [nacos-grpc-client-executor-127.0.0.1-120] INFO  com.alibaba.nacos.client.naming - current ips:(1) service: DEFAULT_GROUP@@xiaohashu-oss -> [{"ip":"192.168.134.1","port":8081,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xiaohashu-oss","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
2025-10-31 21:18:49.781 [nacos-grpc-client-executor-127.0.0.1-120] INFO  com.alibaba.nacos.common.remote.client - [4f3ea95d-77e7-4071-a665-fe99dc5cd185] Ack server push request, request = NotifySubscriberRequest, requestId = 41
2025-10-31 21:18:54.514 [http-nio-8082-exec-8] INFO  c.q.x.user.biz.filter.HeaderUserId2ContextFilter - ## HeaderUserId2ContextFilter, 用户 ID: 5
2025-10-31 21:18:54.514 [http-nio-8082-exec-8] INFO  c.q.x.user.biz.filter.HeaderUserId2ContextFilter - ===== 设置 userId 到 ThreadLocal 中， 用户 ID: 5
2025-10-31 21:18:54.682 [http-nio-8082-exec-8] INFO  c.q.x.user.biz.service.impl.UserServiceImpl - ==> 调用 minio 服务成功，上传头像，url：http://192.168.134.128:9000/xiaohashu/75cc6ad16cd54a18b26a227a6b1bbc73.png
2025-10-31 21:18:54.710 [http-nio-8082-exec-8] INFO  c.q.x.user.biz.service.impl.UserServiceImpl - ==> 调用 minio 服务成功，上传背景图，url：http://192.168.134.128:9000/xiaohashu/832778ec646f4213895193f615bfac0f.png
2025-10-31 21:18:54.710 [http-nio-8082-exec-8] DEBUG c.q.x.u.b.d.m.U.updateByPrimaryKeySelective - ==>  Preparing: update t_user SET avatar = ?, background_img = ?, update_time = ? where id = ?
2025-10-31 21:18:54.711 [http-nio-8082-exec-8] DEBUG c.q.x.u.b.d.m.U.updateByPrimaryKeySelective - ==> Parameters: http://192.168.134.128:9000/xiaohashu/75cc6ad16cd54a18b26a227a6b1bbc73.png(String), http://192.168.134.128:9000/xiaohashu/832778ec646f4213895193f615bfac0f.png(String), 2025-10-31T21:18:54.710958600(LocalDateTime), 5(Long)
2025-10-31 21:18:54.713 [http-nio-8082-exec-8] DEBUG c.q.x.u.b.d.m.U.updateByPrimaryKeySelective - <==    Updates: 1
2025-10-31 21:18:54.716 [http-nio-8082-exec-8] INFO  c.q.x.user.biz.filter.HeaderUserId2ContextFilter - ===== 删除 ThreadLocal， userId: 5
2025-10-31 21:23:27.045 [nacos-grpc-client-executor-127.0.0.1-175] INFO  com.alibaba.nacos.common.remote.client - [4f3ea95d-77e7-4071-a665-fe99dc5cd185] Receive server push request, request = NotifySubscriberRequest, requestId = 42
2025-10-31 21:23:27.045 [nacos-grpc-client-executor-127.0.0.1-175] INFO  com.alibaba.nacos.client.naming - removed ips(1) service: DEFAULT_GROUP@@xiaohashu-oss -> [{"ip":"192.168.134.1","port":8081,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xiaohashu-oss","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
2025-10-31 21:23:27.045 [nacos-grpc-client-executor-127.0.0.1-175] INFO  com.alibaba.nacos.client.naming - current ips:(0) service: DEFAULT_GROUP@@xiaohashu-oss -> []
2025-10-31 21:23:27.046 [nacos-grpc-client-executor-127.0.0.1-175] INFO  com.alibaba.nacos.common.remote.client - [4f3ea95d-77e7-4071-a665-fe99dc5cd185] Ack server push request, request = NotifySubscriberRequest, requestId = 42
2025-10-31 21:23:33.456 [nacos-grpc-client-executor-127.0.0.1-176] INFO  com.alibaba.nacos.common.remote.client - [4f3ea95d-77e7-4071-a665-fe99dc5cd185] Receive server push request, request = NotifySubscriberRequest, requestId = 43
2025-10-31 21:23:33.457 [nacos-grpc-client-executor-127.0.0.1-176] INFO  com.alibaba.nacos.client.naming - new ips(1) service: DEFAULT_GROUP@@xiaohashu-oss -> [{"ip":"192.168.134.1","port":8081,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xiaohashu-oss","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
2025-10-31 21:23:33.457 [nacos-grpc-client-executor-127.0.0.1-176] INFO  com.alibaba.nacos.client.naming - current ips:(1) service: DEFAULT_GROUP@@xiaohashu-oss -> [{"ip":"192.168.134.1","port":8081,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xiaohashu-oss","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
2025-10-31 21:23:33.458 [nacos-grpc-client-executor-127.0.0.1-176] INFO  com.alibaba.nacos.common.remote.client - [4f3ea95d-77e7-4071-a665-fe99dc5cd185] Ack server push request, request = NotifySubscriberRequest, requestId = 43
2025-10-31 21:23:38.497 [main] WARN  com.alibaba.nacos.client.logging.NacosLogging - Load Logback Configuration of Nacos fail, message: Could not initialize Logback Nacos logging from classpath:nacos-logback.xml
2025-10-31 21:23:38.541 [main] WARN  com.alibaba.nacos.client.logging.NacosLogging - Load Logback Configuration of Nacos fail, message: Could not initialize Logback Nacos logging from classpath:nacos-logback.xml
2025-10-31 21:23:38.967 [main] WARN  com.alibaba.nacos.client.logging.NacosLogging - Load Logback Configuration of Nacos fail, message: Could not initialize Logback Nacos logging from classpath:nacos-logback.xml
2025-10-31 21:23:38.975 [main] WARN  com.alibaba.nacos.client.logging.NacosLogging - Load Logback Configuration of Nacos fail, message: Could not initialize Logback Nacos logging from classpath:nacos-logback.xml
2025-10-31 21:23:38.975 [main] INFO  c.q.xiaohashu.user.biz.XiaohashuUserBizApplication - The following 1 profile is active: "dev"
2025-10-31 21:23:39.384 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=c5d07f82-29c9-3bfe-a69c-85e2dd093b3d
2025-10-31 21:23:39.403 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'com.quanxiaoha.xiaohashu.oss.api.FileFeignApi' of type [org.springframework.cloud.openfeign.FeignClientFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2025-10-31 21:23:39.615 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8082 (http)
2025-10-31 21:23:39.620 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-10-31 21:23:39.621 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.5]
2025-10-31 21:23:39.692 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-10-31 21:23:39.692 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 707 ms
2025-10-31 21:23:39.803 [main] INFO  o.s.cloud.openfeign.FeignClientFactoryBean - For 'xiaohashu-oss' URL not provided. Will try picking an instance via load-balancing.
2025-10-31 21:23:39.828 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2025-10-31 21:23:40.014 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2025-10-31 21:23:40.704 [main] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2025-10-31 21:23:40.763 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8082 (http) with context path ''
2025-10-31 21:23:40.767 [main] WARN  com.alibaba.nacos.client.logging.NacosLogging - Load Logback Configuration of Nacos fail, message: Could not initialize Logback Nacos logging from classpath:nacos-logback.xml
2025-10-31 21:23:40.767 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from ans.namespace attribute : null
2025-10-31 21:23:40.767 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from ALIBABA_ALIWARE_NAMESPACE attribute :null
2025-10-31 21:23:40.767 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from namespace attribute :null
2025-10-31 21:23:40.776 [main] INFO  com.alibaba.nacos.client.utils.ParamUtil - [settings] [req-serv] nacos-server port:8848
2025-10-31 21:23:40.776 [main] INFO  com.alibaba.nacos.client.utils.ParamUtil - [settings] [http-client] connect timeout:1000
2025-10-31 21:23:40.777 [main] INFO  com.alibaba.nacos.client.utils.ParamUtil - PER_TASK_CONFIG_SIZE: 3000.0
2025-10-31 21:23:40.779 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.impl.NacosClientAuthServiceImpl success.
2025-10-31 21:23:40.779 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.ram.RamClientAuthServiceImpl success.
2025-10-31 21:23:40.780 [main] INFO  c.a.n.client.auth.ram.identify.CredentialWatcher - null No credential found
2025-10-31 21:23:40.783 [main] INFO  com.alibaba.nacos.common.remote.client - [RpcClientFactory] create a new rpc client of c0366548-7bb8-43b5-80ce-ebe2f95504ec
2025-10-31 21:23:40.791 [main] INFO  com.alibaba.nacos.common.remote.client - [c0366548-7bb8-43b5-80ce-ebe2f95504ec] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2025-10-31 21:23:40.791 [main] INFO  com.alibaba.nacos.common.remote.client - [c0366548-7bb8-43b5-80ce-ebe2f95504ec] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2025-10-31 21:23:40.792 [main] INFO  com.alibaba.nacos.common.remote.client - [c0366548-7bb8-43b5-80ce-ebe2f95504ec] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2025-10-31 21:23:40.793 [main] INFO  com.alibaba.nacos.common.remote.client - [c0366548-7bb8-43b5-80ce-ebe2f95504ec] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
2025-10-31 21:23:40.814 [main] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:127.0.0.1 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2025-10-31 21:23:41.366 [main] INFO  com.alibaba.nacos.common.remote.client - [c0366548-7bb8-43b5-80ce-ebe2f95504ec] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1761917021214_127.0.0.1_8540
2025-10-31 21:23:41.366 [com.alibaba.nacos.client.remote.worker] INFO  com.alibaba.nacos.common.remote.client - [c0366548-7bb8-43b5-80ce-ebe2f95504ec] Notify connected event to listeners.
2025-10-31 21:23:41.366 [com.alibaba.nacos.client.remote.worker] INFO  com.alibaba.nacos.client.naming - Grpc connection connect
2025-10-31 21:23:41.366 [main] INFO  com.alibaba.nacos.common.remote.client - [c0366548-7bb8-43b5-80ce-ebe2f95504ec] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2025-10-31 21:23:41.367 [main] INFO  com.alibaba.nacos.common.remote.client - [c0366548-7bb8-43b5-80ce-ebe2f95504ec] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$1112/0x000002170f6fd240
2025-10-31 21:23:41.369 [main] INFO  com.alibaba.nacos.client.naming - [REGISTER-SERVICE] xiaohashu registering service xiaohashu-user with instance Instance{instanceId='null', ip='192.168.134.1', port=8082, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={IPv6=null, preserved.register.source=SPRING_CLOUD}}
2025-10-31 21:23:41.380 [main] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP xiaohashu-user 192.168.134.1:8082 register finished
2025-10-31 21:23:41.517 [main] INFO  c.q.xiaohashu.user.biz.XiaohashuUserBizApplication - Started XiaohashuUserBizApplication in 3.57 seconds (process running for 4.014)
2025-10-31 21:23:47.876 [http-nio-8082-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-10-31 21:23:47.876 [http-nio-8082-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-10-31 21:23:47.876 [http-nio-8082-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 0 ms
2025-10-31 21:23:47.881 [http-nio-8082-exec-1] INFO  c.q.x.user.biz.filter.HeaderUserId2ContextFilter - ## HeaderUserId2ContextFilter, 用户 ID: 5
2025-10-31 21:23:47.884 [http-nio-8082-exec-1] INFO  c.q.x.user.biz.filter.HeaderUserId2ContextFilter - ===== 设置 userId 到 ThreadLocal 中， 用户 ID: 5
2025-10-31 21:23:47.936 [http-nio-8082-exec-1] INFO  c.q.x.user.biz.interceptor.FeignRequestInterceptor - ########## feign 请求设置请求头 userId: 5
2025-10-31 21:23:47.979 [http-nio-8082-exec-1] INFO  com.alibaba.nacos.client.naming - [SUBSCRIBE-SERVICE] service:xiaohashu-oss, group:DEFAULT_GROUP, clusters: 
2025-10-31 21:23:47.994 [http-nio-8082-exec-1] INFO  com.alibaba.nacos.client.naming - init new ips(1) service: DEFAULT_GROUP@@xiaohashu-oss -> [{"ip":"192.168.134.1","port":8081,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xiaohashu-oss","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000}]
2025-10-31 21:23:47.998 [http-nio-8082-exec-1] INFO  com.alibaba.nacos.client.naming - current ips:(1) service: DEFAULT_GROUP@@xiaohashu-oss -> [{"ip":"192.168.134.1","port":8081,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xiaohashu-oss","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000}]
2025-10-31 21:23:48.213 [http-nio-8082-exec-1] INFO  c.q.x.user.biz.service.impl.UserServiceImpl - ==> 调用 minio 服务成功，上传头像，url：http://192.168.134.128:9000/xiaohashu/1cbfdfe9d6244219a5cc1233a8d4e639.png
